#(carId,StartTime,RoadId...)
(15369,1,5051)
(15370,17,5040)
(15371,17,5093)
(15372,31,5002)
(15373,17,5063)
(15374,31,5038)
(15375,31,5078)
(15376,55,5014)
(15377,4,5055)
(15378,31,5003)
(15379,31,5096)
(15380,55,5059)
(15381,17,5063)
(15382,55,5009)
(15383,66,5086)
(15384,33,5041)
(15385,31,5037)
(15386,61,5063)
(15387,31,5009)
(15388,31,5044)
(15389,17,5068)
(15390,5,5093)
(15391,57,5046)
(15392,31,5081)
(15393,5,5027)
(15394,67,5041)
(15395,17,5013)
(15396,55,5090)
(15397,1,5090)
(15398,55,5006)
(15399,55,5049)
(15400,61,5097)
(15401,17,5000)
(15402,1,5059)
(15403,55,5081)
(15404,55,5068)
(15405,55,5088)
(15406,17,5066)
(15407,1,5041)
(15408,36,5022)
(15409,55,5068)
(15410,1,5088)
(15411,55,5028)
(15412,2,5029)
(15413,17,5035)
(15414,17,5078)
(15415,61,5052)
(15416,5,5040)
(15417,55,5068)
(15418,34,5046)
(15419,9,5094)
(15420,32,5012)
(15421,31,5090)
(15422,17,5029)
(15423,9,5051)
(15424,3,5037)
(15425,17,5096)
(15426,6,5037)
(15427,9,5079)
(15428,55,5014)
(15429,4,5065)
(15430,1,5090)
(15431,31,5029)
(15432,17,5092)
(15433,56,5055)
(15434,17,5048)
(15435,10,5086)
(15436,34,5082)
(15437,35,5079)
(15438,9,5096)
(15439,17,5049)
(15440,1,5094)
(15441,32,5094)
(15442,32,5091)
(15443,6,5068)
(15444,32,5012)
(15445,55,5090)
(15446,55,5051)
(15447,37,5052)
(15448,5,5024)
(15449,17,5007)
(15450,32,5000)
(15451,17,5064)
(15452,55,5064)
(15453,17,5082)
(15454,17,5096)
(15455,17,5079)
(15456,60,5079)
(15457,13,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074,5082,5088,5089)
(15458,32,5024)
(15459,55,5095)
(15460,1,5005)
(15461,55,5027)
(15462,32,5003)
(15463,55,5002)
(15464,32,5064)
(15465,32,5000)
(15466,1,5023)
(15467,32,5086)
(15468,17,5079)
(15469,55,5032)
(15470,32,5088)
(15471,10,5029)
(15472,32,5039)
(15473,17,5044)
(15474,55,5038)
(15475,17,5010)
(15476,1,5067)
(15477,1,5093)
(15478,17,5025)
(15479,32,5066)
(15480,60,5079)
(15481,55,5039)
(15482,32,5096)
(15483,34,5046)
(15484,17,5001)
(15485,8,5011)
(15486,3,5096)
(15487,1,5044)
(15488,7,5049)
(15489,32,5029)
(15490,17,5079)
(15491,17,5039)
(15492,55,5040)
(15493,32,5009)
(15494,17,5032)
(15495,3,5049)
(15496,6,5037)
(15497,32,5066)
(15498,5,5052)
(15499,17,5096)
(15500,17,5003)
(15501,10,5082)
(15502,32,5007)
(15503,17,5048)
(15504,18,5063)
(15505,17,5059)
(15506,32,5001)
(15507,1,5095)
(15508,59,5004)
(15509,5,5095)
(15510,32,5055)
(15511,32,5081)
(15512,1,5096)
(15513,55,5065)
(15514,55,5096)
(15515,55,5068)
(15516,5,5051)
(15517,55,5037)
(15518,17,5044)
(15519,17,5014)
(15520,5,5039)
(15521,1,5083)
(15522,10,5097)
(15523,1,5049)
(15524,19,5079)
(15525,55,5093)
(15526,3,5077)
(15527,20,5079)
(15528,1,5096)
(15529,55,5039)
(15530,57,5055)
(15531,55,5005)
(15532,34,5082)
(15533,17,5000)
(15534,55,5024)
(15535,34,5097)
(15536,55,5068)
(15537,1,5050)
(15538,2,5068)
(15539,3,5097)
(15540,17,5069)
(15541,32,5029)
(15542,7,5041)
(15543,55,5039)
(15544,17,5012)
(15545,32,5051)
(15546,55,5078)
(15547,55,5013)
(15548,17,5062)
(15549,55,5037)
(15550,9,5028)
(15551,55,5025)
(15552,1,5005)
(15553,32,5006)
(15554,1,5067)
(15555,32,5088)
(15556,32,5059)
(15557,17,5067)
(15558,55,5094)
(15559,35,5079)
(15560,10,5093)
(15561,4,5041)
(15562,5,5052)
(15563,17,5008)
(15564,10,5086)
(15565,1,5095)
(15566,2,5009)
(15567,59,5023)
(15568,55,5048)
(15569,55,5028)
(15570,5,5014)
(15571,55,5051)
(15572,1,5081)
(15573,55,5032)
(15574,19,5086)
(15575,17,5059)
(15576,55,5010)
(15577,17,5024)
(15578,4,5049)
(15579,17,5024)
(15580,32,5038)
(15581,4,5062)
(15582,32,5007,5022,5035,5048,5062,5077,5090,5098,5099)
(15583,21,5023)
(15584,17,5081)
(15585,32,5094)
(15586,17,5037)
(15587,37,5052)
(15588,55,5049)
(15589,55,5025)
(15590,5,5097)
(15591,4,5002)
(15592,14,5022)
(15593,1,5010)
(15594,10,5007)
(15595,7,5097)
(15596,10,5097)
(15597,25,5023)
(15598,8,5024)
(15599,8,5067)
(15600,17,5025)
(15601,55,5059)
(15602,32,5069)
(15603,17,5055)
(15604,55,5009)
(15605,55,5069)
(15606,55,5062)
(15607,17,5007)
(15608,32,5032)
(15609,55,5051)
(15610,17,5081)
(15611,6,5095)
(15612,5,5069)
(15613,55,5000)
(15614,17,5013)
(15615,7,5077)
(15616,60,5079)
(15617,1,5051)
(15618,17,5008)
(15619,32,5049)
(15620,32,5048)
(15621,55,5029)
(15622,8,5090)
(15623,17,5062)
(15624,8,5040)
(15625,7,5055)
(15626,32,5007)
(15627,32,5024)
(15628,32,5032)
(15629,18,5055)
(15630,55,5065)
(15631,1,5092)
(15632,25,5023)
(15633,55,5039)
(15634,17,5078)
(15635,32,5069)
(15636,55,5067)
(15637,55,5088)
(15638,1,5025)
(15639,18,5097)
(15640,17,5001)
(15641,2,5094)
(15642,1,5037)
(15643,1,5046)
(15644,2,5035)
(15645,32,5025)
(15646,7,5054)
(15647,8,5077)
(15648,32,5002)
(15649,21,5004)
(15650,2,5005)
(15651,32,5048)
(15652,13,5023)
(15653,17,5096)
(15654,55,5028)
(15655,1,5004)
(15656,1,5004)
(15657,61,5063)
(15658,17,5090)
(15659,59,5023)
(15660,55,5007)
(15661,1,5028)
(15662,32,5003)
(15663,55,5069)
(15664,17,5041)
(15665,5,5013)
(15666,4,5035)
(15667,17,5038)
(15668,32,5055)
(15669,32,5095)
(15670,32,5086)
(15671,55,5014)
(15672,55,5088)
(15673,1,5049)
(15674,17,5064)
(15675,32,5011)
(15676,17,5064)
(15677,17,5050)
(15678,55,5048)
(15679,9,5011)
(15680,55,5065)
(15681,55,5044)
(15682,32,5011)
(15683,55,5054)
(15684,1,5097)
(15685,61,5097)
(15686,1,5032)
(15687,1,5052)
(15688,3,5000)
(15689,55,5093)
(15690,37,5077)
(15691,32,5067)
(15692,4,5007)
(15693,1,5038)
(15694,55,5081)
(15695,32,5003)
(15696,17,5025)
(15697,55,5002)
(15698,1,5095)
(15699,22,5077)
(15700,55,5027)
(15701,17,5038)
(15702,55,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100,5101)
(15703,17,5091)
(15704,32,5096)
(15705,7,5065)
(15706,4,5028)
(15707,55,5008)
(15708,1,5000)
(15709,70,5022)
(15710,9,5027)
(15711,7,5048)
(15712,59,5004)
(15713,2,5008)
(15714,1,5063)
(15715,55,5051)
(15716,8,5008)
(15717,7,5049)
(15718,5,5038)
(15719,17,5065)
(15720,32,5027)
(15721,4,5097)
(15722,66,5077)
(15723,55,5027)
(15724,32,5059)
(15725,55,5078)
(15726,1,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100,5101,5102,5103)
(15727,5,5051)
(15728,32,5002)
(15729,17,5067)
(15730,1,5001)
(15731,8,5081)
(15732,4,5081)
(15733,5,5062)
(15734,3,5049)
(15735,17,5014)
(15736,32,5088)
(15737,8,5063)
(15738,66,5077)
(15739,21,5004)
(15740,55,5065)
(15741,55,5029)
(15742,55,5027)
(15743,18,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074,5075,5076)
(15744,2,5025)
(15745,32,5086)
(15746,17,5068)
(15747,17,5064)
(15748,32,5005)
(15749,8,5010)
(15750,32,5002)
(15751,3,5044)
(15752,32,5083)
(15753,8,5027)
(15754,32,5007,5022,5035,5041,5042,5043,5051,5058,5059)
(15755,10,5002)
(15756,17,5040)
(15757,32,5011)
(15758,7,5082)
(15759,9,5000)
(15760,32,5028)
(15761,6,5024)
(15762,17,5005)
(15763,2,5007)
(15764,17,5005)
(15765,7,5002)
(15766,17,5090)
(15767,7,5037)
(15768,1,5068)
(15769,1,5090)
(15770,7,5064)
(15771,10,5064)
(15772,32,5040)
(15773,55,5044)
(15774,18,5097)
(15775,56,5002)
(15776,18,5097)
(15777,17,5066)
(15778,55,5010)
(15779,32,5066)
(15780,8,5078)
(15781,17,5092)
(15782,1,5046)
(15783,17,5011)
(15784,32,5005)
(15785,32,5005)
(15786,6,5048)
(15787,33,5041)
(15788,55,5005)
(15789,33,5012)
(15790,1,5082)
(15791,17,5093)
(15792,2,5062)
(15793,25,5023)
(15794,20,5079)
(15795,4,5010)
(15796,24,5022)
(15797,61,5097)
(15798,7,5086)
(15799,55,5005)
(15800,58,5055)
(15801,35,5079)
(15802,18,5032)
(15803,66,5077)
(15804,18,5088)
(15805,32,5028)
(15806,21,5052)
(15807,1,5086)
(15808,33,5063)
(15809,5,5078)
(15810,32,5013)
(15811,18,5012)
(15812,1,5066)
(15813,1,5001)
(15814,32,5083)
(15815,1,5038)
(15816,32,5039)
(15817,20,5079)
(15818,1,5096)
(15819,56,5062)
(15820,56,5029)
(15821,56,5094)
(15822,56,5090)
(15823,2,5032)
(15824,18,5029)
(15825,2,5008)
(15826,18,5001)
(15827,32,5083)
(15828,10,5082)
(15829,33,5012)
(15830,8,5041)
(15831,33,5050)
(15832,2,5051)
(15833,14,5022)
(15834,3,5090)
(15835,32,5024)
(15836,1,5068)
(15837,7,5012)
(15838,4,5082)
(15839,32,5067)
(15840,18,5068)
(15841,56,5012)
(15842,1,5065)
(15843,56,5032)
(15844,56,5066)
(15845,1,5039)
(15846,9,5014)
(15847,18,5093)
(15848,34,5041)
(15849,18,5011)
(15850,7,5012)
(15851,33,5014)
(15852,10,5002)
(15853,18,5093)
(15854,33,5096)
(15855,56,5029)
(15856,25,5004)
(15857,10,5081)
(15858,33,5092)
(15859,62,5079)
(15860,33,5092)
(15861,56,5095)
(15862,24,5022)
(15863,4,5049)
(15864,1,5003)
(15865,34,5041)
(15866,18,5096)
(15867,5,5009)
(15868,18,5006)
(15869,56,5090)
(15870,56,5038)
(15871,10,5000)
(15872,34,5082)
(15873,18,5038)
(15874,33,5049)
(15875,18,5011)
(15876,4,5041)
(15877,56,5051)
(15878,33,5001)
(15879,5,5092)
(15880,33,5078)
(15881,18,5024)
(15882,18,5091)
(15883,2,5092)
(15884,18,5035)
(15885,1,5039)
(15886,56,5008)
(15887,11,5046)
(15888,2,5051)
(15889,67,5041)
(15890,1,5032)
(15891,9,5090)
(15892,18,5001)
(15893,18,5081)
(15894,18,5029)
(15895,56,5038)
(15896,1,5005)
(15897,6,5027)
(15898,33,5044)
(15899,56,5088)
(15900,61,5097)
(15901,33,5028)
(15902,56,5008)
(15903,25,5052)
(15904,2,5064)
(15905,56,5029)
(15906,18,5091)
(15907,33,5050)
(15908,4,5014)
(15909,56,5007)
(15910,8,5044)
(15911,5,5065)
(15912,58,5050)
(15913,60,5050)
(15914,56,5093)
(15915,33,5088)
(15916,56,5066)
(15917,7,5012)
(15918,3,5010)
(15919,33,5062)
(15920,18,5001)
(15921,18,5059)
(15922,33,5062)
(15923,56,5093)
(15924,33,5005)
(15925,18,5012)
(15926,33,5032)
(15927,18,5097)
(15928,57,5012)
(15929,6,5059)
(15930,56,5094)
(15931,33,5096)
(15932,33,5048)
(15933,33,5002)
(15934,18,5039)
(15935,18,5044)
(15936,34,5097)
(15937,10,5012)
(15938,56,5025)
(15939,56,5028)
(15940,7,5037)
(15941,56,5007,5022,5035,5048,5056)
(15942,18,5003)
(15943,13,5007,5022,5035,5048,5062)
(15944,33,5007)
(15945,1,5083)
(15946,1,5079)
(15947,3,5048)
(15948,33,5078)
(15949,66,5086)
(15950,56,5001)
(15951,56,5025)
(15952,56,5051)
(15953,6,5062)
(15954,56,5039)
(15955,9,5025)
(15956,33,5093)
(15957,4,5041)
(15958,5,5001)
(15959,33,5000)
(15960,3,5092)
(15961,7,5086)
(15962,56,5081)
(15963,33,5000)
(15964,18,5066)
(15965,33,5096)
(15966,3,5008)
(15967,1,5086)
(15968,56,5013)
(15969,18,5001)
(15970,61,5097)
(15971,33,5064)
(15972,57,5029)
(15973,57,5002)
(15974,1,5025)
(15975,25,5023)
(15976,1,5095)
(15977,33,5093)
(15978,11,5001)
(15979,57,5009)
(15980,57,5066)
(15981,57,5032)
(15982,1,5068)
(15983,57,5044)
(15984,19,5055)
(15985,9,5004)
(15986,4,5095)
(15987,1,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100,5101,5102,5103)
(15988,57,5038)
(15989,36,5022)
(15990,18,5049)
(15991,57,5014)
(15992,58,5046)
(15993,63,5079)
(15994,33,5078)
(15995,41,5023)
(15996,18,5032)
(15997,36,5022)
(15998,57,5001)
(15999,33,5068)
(16000,9,5064)
(16001,58,5012)
(16002,4,5038)
(16003,57,5088)
(16004,1,5041)
(16005,18,5038)
(16006,33,5007)
(16007,18,5088)
(16008,4,5035)
(16009,57,5083)
(16010,24,5022)
(16011,18,5067)
(16012,33,5024)
(16013,33,5068)
(16014,1,5062)
(16015,57,5044)
(16016,1,5014)
(16017,59,5046)
(16018,59,5012)
(16019,18,5013)
(16020,33,5096)
(16021,1,5002)
(16022,33,5091)
(16023,7,5086)
(16024,67,5086)
(16025,57,5069)
(16026,33,5006)
(16027,33,5055)
(16028,3,5050)
(16029,33,5064)
(16030,18,5029)
(16031,33,5003)
(16032,7,5081)
(16033,57,5037)
(16034,18,5011)
(16035,33,5011)
(16036,38,5022)
(16037,10,5067)
(16038,66,5063)
(16039,34,5046)
(16040,5,5000)
(16041,33,5032)
(16042,4,5040)
(16043,57,5037)
(16044,2,5066)
(16045,5,5014)
(16046,57,5081)
(16047,57,5007,5022,5035,5048,5062,5077,5084)
(16048,33,5039)
(16049,57,5006)
(16050,1,5054)
(16051,33,5010)
(16052,33,5092)
(16053,33,5048)
(16054,57,5062)
(16055,18,5063)
(16056,57,5007,5022,5035,5048,5062,5077,5084,5085)
(16057,25,5004)
(16058,18,5001)
(16059,1,5032)
(16060,7,5006)
(16061,33,5048)
(16062,57,5027)
(16063,7,5096)
(16064,57,5048)
(16065,1,5013)
(16066,60,5012)
(16067,59,5046)
(16068,33,5090)
(16069,9,5052)
(16070,3,5059)
(16071,18,5048)
(16072,33,5002)
(16073,33,5001)
(16074,33,5094)
(16075,33,5081)
(16076,18,5029)
(16077,57,5048)
(16078,18,5014)
(16079,33,5050)
(16080,18,5094)
(16081,33,5000)
(16082,2,5081)
(16083,33,5086)
(16084,57,5038)
(16085,2,5083)
(16086,57,5039)
(16087,33,5095)
(16088,18,5097)
(16089,18,5050)
(16090,8,5002)
(16091,19,5086)
(16092,18,5035)
(16093,18,5007,5022,5035,5041,5042,5043,5051)
(16094,5,5014)
(16095,15,5022)
(16096,57,5083)
(16097,57,5064)
(16098,1,5092)
(16099,68,5079)
(16100,60,5050)
(16101,10,5005)
(16102,10,5094)
(16103,33,5068)
(16104,57,5013)
(16105,60,5012)
(16106,18,5068)
(16107,18,5097)
(16108,33,5005)
(16109,1,5037)
(16110,18,5039)
(16111,33,5011)
(16112,33,5090)
(16113,1,5079)
(16114,68,5079)
(16115,1,5054)
(16116,5,5069)
(16117,7,5086)
(16118,3,5088)
(16119,25,5004)
(16120,4,5038)
(16121,18,5009)
(16122,57,5005)
(16123,33,5001)
(16124,10,5097)
(16125,33,5083)
(16126,9,5088)
(16127,8,5006)
(16128,18,5051)
(16129,57,5091)
(16130,33,5027)
(16131,18,5037)
(16132,59,5004)
(16133,2,5093)
(16134,57,5028)
(16135,57,5007)
(16136,18,5027)
(16137,35,5079)
(16138,18,5096)
(16139,33,5025)
(16140,22,5077)
(16141,57,5006)
(16142,5,5001)
(16143,10,5094)
(16144,69,5077)
(16145,9,5049)
(16146,18,5001)
(16147,18,5044)
(16148,18,5049)
(16149,33,5078)
(16150,1,5093)
(16151,58,5044)
(16152,4,5014)
(16153,7,5029)
(16154,41,5023)
(16155,58,5093)
(16156,65,5023)
(16157,5,5055)
(16158,6,5091)
(16159,33,5062)
(16160,18,5032)
(16161,1,5007)
(16162,58,5025)
(16163,1,5012)
(16164,33,5065)
(16165,3,5013)
(16166,58,5006)
(16167,10,5028)
(16168,1,5093)
(16169,59,5055)
(16170,1,5037)
(16171,33,5013)
(16172,18,5093)
(16173,58,5095)
(16174,68,5086)
(16175,68,5086)
(16176,33,5027)
(16177,58,5062)
(16178,65,5050)
(16179,33,5044)
(16180,1,5009)
(16181,18,5082)
(16182,13,5023)
(16183,33,5039)
(16184,10,5003)
(16185,18,5083)
(16186,58,5091)
(16187,18,5083)
(16188,4,5091)
(16189,63,5097)
(16190,18,5027)
(16191,34,5041)
(16192,9,5010)
(16193,7,5067)
(16194,58,5002)
(16195,58,5011)
(16196,1,5010)
(16197,1,5028)
(16198,18,5013)
(16199,58,5051)
(16200,4,5054)
(16201,9,5040)
(16202,1,5094)
(16203,58,5048)
(16204,58,5039)
(16205,33,5037)
(16206,58,5000)
(16207,33,5059)
(16208,18,5069)
(16209,33,5095)
(16210,58,5006)
(16211,18,5040)
(16212,20,5007,5022,5035,5041,5042,5043,5051,5058)
(16213,18,5000)
(16214,33,5095)
(16215,13,5023)
(16216,18,5008)
(16217,9,5052)
(16218,58,5082)
(16219,18,5059)
(16220,25,5023)
(16221,37,5097)
(16222,2,5092)
(16223,25,5052)
(16224,13,5007,5022,5035,5041,5042,5043,5051,5058,5059,5060,5061)
(16225,18,5011)
(16226,58,5059)
(16227,58,5038)
(16228,33,5065)
(16229,18,5012)
(16230,20,5079)
(16231,58,5003)
(16232,33,5059)
(16233,58,5095)
(16234,38,5022)
(16235,5,5007)
(16236,18,5068)
(16237,67,5097)
(16238,18,5001)
(16239,33,5032)
(16240,37,5004)
(16241,1,5093)
(16242,1,5023)
(16243,18,5002)
(16244,58,5025)
(16245,18,5066)
(16246,8,5007)
(16247,18,5048)
(16248,1,5049)
(16249,6,5051)
(16250,7,5046)
(16251,58,5069)
(16252,1,5079)
(16253,58,5069)
(16254,19,5086)
(16255,1,5029)
(16256,58,5065)
(16257,58,5011)
(16258,67,5097)
(16259,7,5005)
(16260,58,5083)
(16261,58,5093)
(16262,1,5097)
(16263,39,5077)
(16264,58,5001)
(16265,4,5094)
(16266,33,5094)
(16267,10,5082)
(16268,33,5055)
(16269,58,5083)
(16270,33,5005)
(16271,39,5077)
(16272,20,5046)
(16273,9,5079)
(16274,19,5049)
(16275,33,5008)
(16276,38,5022)
(16277,58,5039)
(16278,58,5091)
(16279,58,5078)
(16280,40,5077)
(16281,33,5078)
(16282,58,5083)
(16283,33,5092)
(16284,9,5048)
(16285,33,5037)
(16286,5,5048)
(16287,6,5029)
(16288,21,5079)
(16289,67,5097)
(16290,19,5082)
(16291,58,5013)
(16292,33,5007,5022,5035,5048,5062,5077,5090,5098,5099)
(16293,62,5046)
(16294,19,5065)
(16295,58,5081)
(16296,33,5027)
(16297,33,5008)
(16298,33,5054)
(16299,33,5008)
(16300,58,5040)
(16301,19,5035)
(16302,1,5040)
(16303,58,5064)
(16304,4,5002)
(16305,19,5009)
(16306,19,5007)
(16307,1,5005)
(16308,33,5049)
(16309,10,5055)
(16310,58,5029)
(16311,19,5003)
(16312,4,5094)
(16313,10,5097)
(16314,33,5007)
(16315,33,5095)
(16316,2,5082)
(16317,61,5052)
(16318,19,5065)
(16319,33,5065)
(16320,33,5065)
(16321,4,5046)
(16322,58,5001)
(16323,34,5002)
(16324,19,5094)
(16325,67,5097)
(16326,7,5005)
(16327,19,5097)
(16328,1,5011)
(16329,2,5092)
(16330,40,5077)
(16331,19,5069)
(16332,33,5029)
(16333,33,5003)
(16334,58,5038)
(16335,33,5068)
(16336,58,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074,5082,5088,5089)
(16337,2,5081)
(16338,19,5093)
(16339,19,5014)
(16340,5,5005)
(16341,24,5022)
(16342,4,5091)
(16343,7,5040)
(16344,21,5079)
(16345,37,5052)
(16346,58,5066)
(16347,1,5037)
(16348,7,5050)
(16349,37,5079)
(16350,33,5086)
(16351,1,5090)
(16352,33,5007)
(16353,58,5059)
(16354,19,5008)
(16355,1,5035)
(16356,58,5051)
(16357,6,5065)
(16358,19,5055)
(16359,9,5090)
(16360,4,5009)
(16361,25,5023)
(16362,33,5032)
(16363,68,5079)
(16364,33,5062)
(16365,19,5009)
(16366,68,5086)
(16367,38,5022)
(16368,19,5002)
(16369,5,5032)
(16370,59,5001)
(16371,1,5041)
(16372,59,5081)
(16373,33,5092)
(16374,2,5064)
(16375,59,5003)
(16376,65,5050)
(16377,19,5081)
(16378,34,5063)
(16379,19,5097)
(16380,59,5090)
(16381,33,5048)
(16382,67,5097)
(16383,1,5090)
(16384,5,5006)
(16385,33,5093)
(16386,19,5097)
(16387,1,5092)
(16388,15,5022)
(16389,1,5024)
(16390,19,5059)
(16391,59,5065)
(16392,1,5059)
(16393,33,5088)
(16394,5,5055)
(16395,37,5004)
(16396,19,5032)
(16397,33,5006)
(16398,19,5082)
(16399,22,5046)
(16400,8,5090)
(16401,75,5086)
(16402,1,5014)
(16403,19,5024)
(16404,9,5092)
(16405,65,5004)
(16406,59,5090)
(16407,2,5062)
(16408,33,5088)
(16409,19,5032)
(16410,1,5090)
(16411,75,5086)
(16412,1,5037)
(16413,59,5062)
(16414,10,5069)
(16415,33,5005)
(16416,37,5082)
(16417,9,5064)
(16418,59,5059)
(16419,33,5008)
(16420,59,5006)
(16421,19,5055)
(16422,33,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074,5082)
(16423,5,5054)
(16424,33,5086)
(16425,11,5001)
(16426,19,5011)
(16427,1,5003)
(16428,19,5041)
(16429,59,5088)
(16430,19,5091)
(16431,34,5041)
(16432,59,5094)
(16433,1,5006)
(16434,1,5092)
(16435,19,5011)
(16436,59,5051)
(16437,19,5068)
(16438,1,5078)
(16439,33,5001)
(16440,19,5048)
(16441,19,5011)
(16442,19,5088)
(16443,40,5077)
(16444,33,5065)
(16445,65,5052)
(16446,1,5023)
(16447,9,5038)
(16448,19,5035)
(16449,19,5040)
(16450,33,5050)
(16451,35,5041)
(16452,59,5051)
(16453,33,5090)
(16454,59,5093)
(16455,4,5048)
(16456,2,5032)
(16457,19,5078)
(16458,5,5001)
(16459,35,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074,5075,5076)
(16460,33,5069)
(16461,6,5092)
(16462,1,5028)
(16463,19,5091)
(16464,19,5028)
(16465,33,5027)
(16466,34,5063)
(16467,59,5035)
(16468,9,5029)
(16469,19,5097)
(16470,4,5002)
(16471,59,5014)
(16472,19,5037)
(16473,69,5097)
(16474,19,5097)
(16475,33,5040)
(16476,75,5086)
(16477,66,5063)
(16478,19,5097)
(16479,59,5054)
(16480,33,5028)
(16481,33,5062)
(16482,9,5038)
(16483,1,5038)
(16484,7,5002)
(16485,1,5091)
(16486,5,5050)
(16487,59,5028)
(16488,19,5014)
(16489,33,5040)
(16490,33,5005)
(16491,25,5052)
(16492,6,5094)
(16493,19,5029)
(16494,1,5002)
(16495,19,5093)
(16496,33,5009)
(16497,9,5064)
(16498,37,5041)
(16499,62,5055)
(16500,33,5032)
(16501,4,5002)
(16502,19,5014)
(16503,6,5006)
(16504,19,5007)
(16505,1,5032)
(16506,69,5079)
(16507,1,5079)
(16508,7,5078)
(16509,1,5069)
(16510,1,5011)
(16511,33,5008)
(16512,19,5066)
(16513,19,5066)
(16514,59,5078)
(16515,33,5051)
(16516,19,5069)
(16517,19,5095)
(16518,10,5012)
(16519,7,5079)
(16520,19,5040)
(16521,33,5093)
(16522,33,5055)
(16523,36,5007,5022,5035,5041,5042,5043,5051,5058)
(16524,65,5050)
(16525,13,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074,5075)
(16526,33,5078)
(16527,19,5032)
(16528,26,5022)
(16529,19,5041)
(16530,7,5093)
(16531,59,5035)
(16532,1,5088)
(16533,10,5093)
(16534,59,5092)
(16535,19,5083)
(16536,59,5090)
(16537,3,5029)
(16538,1,5032)
(16539,10,5002)
(16540,19,5050)
(16541,25,5023)
(16542,33,5032)
(16543,33,5000)
(16544,19,5081)
(16545,5,5003)
(16546,59,5044)
(16547,33,5094)
(16548,33,5039)
(16549,19,5088)
(16550,59,5093)
(16551,59,5009)
(16552,59,5001)
(16553,13,5052)
(16554,40,5077)
(16555,6,5027)
(16556,19,5048)
(16557,1,5044)
(16558,19,5083)
(16559,41,5004)
(16560,59,5096)
(16561,59,5059)
(16562,41,5004)
(16563,6,5010)
(16564,19,5064)
(16565,59,5065)
(16566,65,5050)
(16567,37,5052)
(16568,59,5093)
(16569,6,5005)
(16570,59,5003)
(16571,1,5010)
(16572,22,5077)
(16573,1,5066)
(16574,5,5050)
(16575,33,5096)
(16576,2,5059)
(16577,1,5062)
(16578,13,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100)
(16579,59,5025)
(16580,19,5012)
(16581,33,5048)
(16582,19,5041)
(16583,10,5097)
(16584,1,5011)
(16585,19,5010)
(16586,13,5052)
(16587,41,5004)
(16588,19,5013)
(16589,59,5014)
(16590,19,5011)
(16591,33,5009)
(16592,59,5091)
(16593,59,5037)
(16594,19,5012)
(16595,2,5069)
(16596,33,5091)
(16597,37,5082)
(16598,19,5007)
(16599,1,5069)
(16600,8,5000)
(16601,37,5041)
(16602,68,5041)
(16603,19,5062)
(16604,2,5009)
(16605,21,5086)
(16606,33,5094)
(16607,59,5014)
(16608,6,5092)
(16609,41,5023)
(16610,65,5023)
(16611,59,5069)
(16612,33,5044)
(16613,33,5051)
(16614,3,5000)
(16615,59,5095)
(16616,65,5023)
(16617,8,5055)
(16618,1,5096)
(16619,7,5009)
(16620,33,5013)
(16621,33,5081)
(16622,19,5082)
(16623,1,5059)
(16624,33,5083)
(16625,62,5046)
(16626,19,5001)
(16627,1,5029)
(16628,61,5012)
(16629,7,5025)
(16630,2,5051)
(16631,33,5066)
(16632,9,5005)
(16633,19,5000)
(16634,1,5044)
(16635,19,5008)
(16636,1,5044)
(16637,33,5048)
(16638,19,5012)
(16639,33,5013)
(16640,33,5059)
(16641,19,5066)
(16642,8,5027)
(16643,19,5066)
(16644,1,5025)
(16645,59,5008)
(16646,59,5092)
(16647,1,5000)
(16648,59,5003)
(16649,59,5081)
(16650,10,5044)
(16651,5,5059)
(16652,59,5093)
(16653,19,5039)
(16654,33,5051)
(16655,59,5040)
(16656,73,5097)
(16657,4,5081)
(16658,19,5007)
(16659,1,5006)
(16660,19,5093)
(16661,33,5096)
(16662,33,5078)
(16663,3,5040)
(16664,33,5011)
(16665,59,5005)
(16666,33,5003)
(16667,2,5028)
(16668,10,5002)
(16669,59,5096)
(16670,19,5054)
(16671,19,5054)
(16672,19,5096)
(16673,6,5041)
(16674,59,5091)
(16675,33,5096)
(16676,70,5041)
(16677,19,5063)
(16678,1,5081)
(16679,67,5063)
(16680,60,5009)
(16681,1,5094)
(16682,3,5077)
(16683,33,5029)
(16684,33,5067)
(16685,33,5001)
(16686,10,5012)
(16687,7,5083)
(16688,19,5069)
(16689,10,5038)
(16690,19,5096)
(16691,33,5035)
(16692,1,5040)
(16693,33,5051)
(16694,1,5048)
(16695,1,5039)
(16696,2,5048)
(16697,10,5086)
(16698,19,5081)
(16699,60,5007)
(16700,41,5023)
(16701,1,5067)
(16702,33,5006)
(16703,60,5008)
(16704,33,5006)
(16705,33,5048)
(16706,19,5064)
(16707,19,5059)
(16708,19,5059)
(16709,21,5079)
(16710,19,5081)
(16711,7,5040)
